,atds
1407,0.6208
1408,0.6398
1409,0.6583
1410,0.6076
1411,0.6619
1412,0.6524
1413,0.6524
1414,0.6187
1415,0.6641
1416,0.6575
1417,0.6217
1418,0.6426
1419,0.6194
1420,0.6405
1421,0.6584
1422,0.6532
1423,0.6274
1424,0.6584
1425,0.6452
1426,0.5862
1427,0.6593
1428,0.6576
1429,0.6185
1430,0.6422
1431,0.676
1432,0.638
1433,0.668
1434,0.615
1435,0.636
1436,0.6522
1437,0.5715
1438,0.6758
1439,0.5564
1440,0.6545
1441,0.6635
1442,0.6561
1443,0.6471
1444,0.6447
1445,0.6386
1446,0.635
1447,0.6576
1448,0.6294
1449,0.6109
1450,0.6502
1451,0.643
1452,0.6443
1453,0.6529
1454,0.6508
1455,0.6428
1456,0.6359
1457,0.6433
1458,0.6741
1459,0.6242
1460,0.6443
1461,0.616
1462,0.6442
1463,0.6232
1464,0.6476
1465,0.6464
1466,0.6008
1467,0.6252
1468,0.6713
1469,0.5891
1470,0.5938
1471,0.648
1472,0.6591
1473,0.6145
1474,0.6542
1475,0.6264
1476,0.657
1477,0.6401
1478,0.6572
1479,0.6521
1480,0.6837
1481,0.6691
1482,0.6486
1483,0.6319
1484,0.6264
1485,0.6411
1486,0.6682
1487,0.6677
1488,0.631
1489,0.6448
1490,0.6681
1491,0.6617
1492,0.6199
1493,0.6516
1494,0.6307
1495,0.6018
1496,0.6258
1497,0.6408
1498,0.6748
1499,0.6565
1500,0.6359
1501,0.6381
1502,0.6363
1503,0.6326
1504,0.6359
1505,0.6314
1506,0.6498
1507,0.6664
1508,0.6399
1509,0.5816
1510,0.6155
1511,0.6402
1512,0.6173
1513,0.6076
1514,0.6746
1515,0.6491
1516,0.6683
1517,0.6462
1518,0.6091
1519,0.635
1520,0.6221
1521,0.6535
1522,0.6233
1523,0.6366
1524,0.6599
1525,0.6748
1526,0.6693
1527,0.6458
1528,0.6483
1529,0.6441
1530,0.6826
1531,0.6751
1532,0.6574
1533,0.6294
1534,0.6218
1535,0.6151
1536,0.6245
1537,0.6148
1538,0.6705
1539,0.6413
1540,0.6143
1541,0.6582
1542,0.6445
1543,0.6585
1544,0.6581
1545,0.6527
1546,0.6524
1547,0.6426
1548,0.6365
1549,0.5958
1550,0.6681
1551,0.6894
1552,0.663
1553,0.6493
1554,0.6266
1555,0.6451
1556,0.6692
1557,0.5814
1558,0.6672
1559,0.6599
1560,0.6078
1561,0.6447
1562,0.6634
1563,0.6505
1564,0.6149
1565,0.67
1566,0.6467
1567,0.6746
1568,0.6476
1569,0.6361
1570,0.655
1571,0.6576
1572,0.6397
1573,0.6412
1574,0.6598
1575,0.6061
1576,0.6522
1577,0.6629
1578,0.5719
1579,0.6203
1580,0.6487
1581,0.6668
1582,0.6452
1583,0.6409
1584,0.6592
1585,0.6338
1586,0.585
1587,0.6393
1588,0.6679
1589,0.627
1590,0.6285
1591,0.6297
1592,0.6429
1593,0.6541
1594,0.6736
1595,0.5995
1596,0.6523
1597,0.6234
1598,0.6598
1599,0.6466
1600,0.6625
1601,0.6743
1602,0.6617
1603,0.6403
1604,0.5839
1605,0.6373
1606,0.6361
1607,0.6646
1608,0.6426
1609,0.6389
1610,0.6194
1611,0.6379
1612,0.665
1613,0.6471
1614,0.6016
1615,0.624
1616,0.6493
1617,0.6421
1618,0.6415
1619,0.4707
1620,0.6158
1621,0.6581
1622,0.6685
1623,0.6814
1624,0.6368
1625,0.6167
1626,0.6527
1627,0.6385
1628,0.6272
1629,0.6239
1630,0.6486
1631,0.6609
1632,0.673
1633,0.6445
1634,0.6441
1635,0.6597
1636,0.659
1637,0.635
1638,0.6598
1639,0.588
1640,0.6541
1641,0.6327
1642,0.6371
1643,0.6835
1644,0.6439
1645,0.6396
1646,0.6299
1647,0.6523
1648,0.6286
1649,0.6305
1650,0.6512
1651,0.6369
1652,0.6009
1653,0.6359
1654,0.62
1655,0.6672
1656,0.6725
1657,0.6055
1658,0.6576
1659,0.5591
1660,0.6207
1661,0.6562
1662,0.6496
1663,0.6533
1664,0.6661
1665,0.6448
1666,0.6249
1667,0.6536
1668,0.6573
1669,0.642
1670,0.6286
1671,0.6638
1672,0.6523
1673,0.6121
1674,0.6557
1675,0.6154
1676,0.6273
1677,0.6446
1678,0.6261
1679,0.6501
1680,0.6834
1681,0.6293
1682,0.6362
1683,0.6322
1684,0.6323
1685,0.6503
1686,0.6456
1687,0.6439
1688,0.6283
1689,0.6733
1690,0.6491
1691,0.6684
1692,0.6473
1693,0.6712
1694,0.6562
1695,0.6502
1696,0.6413
1697,0.6311
1698,0.6431
1699,0.6493
1700,0.638
1701,0.6375
1702,0.656
1703,0.6337
1704,0.6278
1705,0.6611
1706,0.5998
1707,0.6198
1708,0.6739
1709,0.6237
1710,0.6423
1711,0.6391
1712,0.6469
1713,0.6917
1714,0.6397
1715,0.6313
1716,0.666
1717,0.6721
1718,0.642
1719,0.6464
1720,0.6591
1721,0.622
1722,0.6195
1723,0.6127
1724,0.654
1725,0.6083
1726,0.6621
1727,0.6451
1728,0.6389
1729,0.6587
1730,0.645
1731,0.6345
1732,0.6326
1733,0.646
1734,0.6204
1735,0.6289
1736,0.656
1737,0.6667
1738,0.6648
1739,0.6442
1740,0.6251
1741,0.6453
1742,0.6559
1743,0.6336
1744,0.6488
1745,0.5924
1746,0.6509
1747,0.6362
1748,0.6333
1749,0.6104
1750,0.6216
1751,0.6525
1752,0.6288
1753,0.6453
1754,0.6558
1755,0.6797
1756,0.6428
1757,0.6744
1758,0.5962
1759,0.6456
1760,0.6313
1761,0.671
1762,0.5762
1763,0.6346
1764,0.6079
1765,0.6565
1766,0.6328
1767,0.6449
1768,0.6345
1769,0.6861
1770,0.6383
1771,0.6364
1772,0.672
1773,0.6572
1774,0.6713
1775,0.6178
1776,0.6688
1777,0.6233
1778,0.6492
1779,0.6697
1780,0.672
1781,0.6428
1782,0.6806
1783,0.64
1784,0.6454
1785,0.6581
1786,0.5932
1787,0.6307
1788,0.6422
1789,0.6348
1790,0.6585
1791,0.6282
1792,0.685
1793,0.6571
1794,0.6351
1795,0.5595
1796,0.655
1797,0.6746
1798,0.6468
1799,0.6682
1800,0.6887
1801,0.6316
1802,0.6167
1803,0.6838
1804,0.6494
1805,0.6487
1806,0.6504
1807,0.646
1808,0.6376
1809,0.6368
1810,0.6718
1811,0.6392
1812,0.6465
1813,0.6447
1814,0.6523
1815,0.6673
1816,0.6246
1817,0.6379
1818,0.6842
1819,0.6354
1820,0.6591
1821,0.639
1822,0.6652
1823,0.6244
1824,0.6293
1825,0.6517
1826,0.6691
1827,0.6214
1828,0.6291
1829,0.6396
1830,0.6466
1831,0.6527
1832,0.6544
1833,0.6251
1834,0.6664
1835,0.6343
1836,0.6244
1837,0.6376
1838,0.6533
1839,0.6072
1840,0.642
1841,0.6366
1842,0.6659
1843,0.6177
1844,0.672
1845,0.624
1846,0.6197
1847,0.6335
1848,0.6394
1849,0.6443
1850,0.6462
1851,0.6612
1852,0.6703
1853,0.6209
1854,0.64
1855,0.6163
1856,0.6448
1857,0.6896
1858,0.6468
1859,0.6721
1860,0.6698
1861,0.6453
1862,0.6504
1863,0.6255
1864,0.6346
1865,0.6361
1866,0.6509
1867,0.6054
1868,0.6723
1869,0.623
1870,0.6384
1871,0.6179
1872,0.6469
1873,0.6422
1874,0.6749
1875,0.6095
1876,0.6706
1877,0.6536
1878,0.6493
1879,0.645
1880,0.6561
1881,0.6475
1882,0.6251
1883,0.6239
1884,0.6145
1885,0.5937
1886,0.6285
1887,0.6366
1888,0.6171
1889,0.6342
1890,0.669
1891,0.6341
1892,0.6491
1893,0.6421
1894,0.6353
